Time,AMB_LIGHT,PRESSURE,TEMPERATURE,ACCEL_X,ACCEL_Y,ACCEL_Z,GYRO_X,GYRO_Y,GYRO_Z
12:04:17,3,33,27,-1.24,-0.557,0.227,-75.854,44.024,315.915
12:04:18,1,34,27,-1.24,-0.557,0.227,-28.78,55.549,344.146
12:04:19,2,35,27,-1.884,-0.687,0.251,27.256,87.134,372.012
12:04:20,0,33,28,-1.884,-0.687,0.251,2.866,117.683,356.463
12:04:21,0,33,28,-1.597,-0.646,0.112,10,30.671,126.768
12:04:22,0,32,28,-1.096,-0.204,0.179,21.524,40.427,26.89
12:04:23,8,34,28,-0.86,-0.527,0.235,-103.537,3.293,-39.939
12:04:24,7,35,28,-0.86,-0.527,0.235,-127.866,-0.366,-21.28
12:04:25,0,34,28,-0.827,-0.458,0.128,-92.317,2.561,-5.366
12:04:26,0,35,28,-0.827,-0.458,0.128,-30.976,6.707,-10
12:04:27,11,36,28,-1.089,-0.367,0.094,11.463,8.232,-30.183
12:04:28,13,35,28,-1.238,-0.287,0.144,22.134,5.915,-86.707
12:04:29,11,35,28,-1.238,-0.287,0.144,25.488,9.817,-114.817
12:04:30,7,35,28,-1.178,-0.215,0.086,73.171,-2.805,-119.878
12:04:31,0,36,28,-1.003,-0.017,0.084,101.22,-19.817,-88.598
12:04:32,4,34,28,-1.003,-0.017,0.084,20.671,-14.573,-81.098
12:04:33,0,35,28,-0.876,-0.185,0.06,-55.488,-8.11,-70.427
12:04:34,0,37,28,-0.876,-0.185,0.06,-69.39,-5.671,-34.878
12:04:35,0,37,28,-0.857,-0.299,0.013,4.512,0.061,37.561
12:04:36,3,35,28,-0.958,-0.267,0.081,23.537,3.537,65.305
12:04:37,0,36,27,-0.958,-0.267,0.081,17.5,9.512,85.549
12:04:38,0,36,27,-1.093,-0.312,0.119,8.171,14.573,96.463
12:04:39,0,35,27,-1.093,-0.312,0.119,8.476,14.634,96.646
12:04:40,0,35,27,-1.111,-0.34,0.113,17.744,12.561,87.439
12:04:41,0,35,27,-1.041,-0.321,0.115,16.037,2.439,48.598
12:04:42,0,35,27,-1.004,-0.324,0.095,-9.329,-4.024,7.744
12:04:43,0,33,27,-0.991,-0.314,0.068,-15.061,-5.183,-21.098
12:04:44,0,33,27,-0.991,-0.314,0.068,-10.915,-3.963,-30.488
12:04:45,0,33,27,-1.01,-0.292,0.072,-4.207,-2.805,-38.049
12:04:46,0,31,27,-1.01,-0.292,0.072,2.317,-0.793,-44.939
12:04:47,0,30,27,-1.026,-0.264,0.086,7.805,1.829,-49.573
12:04:48,0,31,27,-1.026,-0.264,0.086,12.622,1.89,-51.463
12:04:49,0,30,27,-1.005,-0.231,0.093,12.683,0.854,-42.256
12:04:50,0,33,27,-0.97,-0.223,0.097,7.927,1.098,-32.134
12:04:51,0,32,27,-0.97,-0.223,0.097,3.11,1.951,-19.39
12:04:52,0,34,27,-0.958,-0.24,0.096,0.61,1.829,-5.427
12:04:53,0,32,27,-0.966,-0.267,0.103,-4.756,2.927,20.793
12:04:54,0,34,27,-0.966,-0.267,0.103,-5.976,2.988,32.256
12:04:55,0,34,27,-0.989,-0.29,0.108,-8.841,3.11,39.939
12:04:56,0,36,27,-0.989,-0.29,0.108,-21.829,3.537,42.5
12:04:57,0,36,27,-1.039,-0.35,0.076,-31.159,2.134,41.585
12:04:58,0,35,27,-1.032,-0.35,0.065,0.305,-0.366,33.232
12:04:59,0,35,27,-1.032,-0.35,0.065,3.72,0.488,22.866
12:05:00,2,35,27,-0.982,-0.324,0.095,2.073,2.622,10.976
12:05:01,0,35,27,-0.982,-0.324,0.095,5.061,1.22,-0.122
12:05:02,0,36,27,-1.05,-0.176,0.233,10.366,-6.707,-9.39
12:05:03,0,36,27,-1.05,-0.176,0.233,-57.5,-30.976,-33.11
12:05:04,0,37,27,-1.098,-0.133,0.158,-535.183,-72.805,-137.378
12:05:05,0,37,27,-0.887,-0.946,-0.381,-482.744,-49.024,-136.89
12:05:06,0,37,27,-0.887,-0.946,-0.381,-127.317,6.829,-97.805
12:05:07,0,37,27,-0.938,-0.433,-0.204,202.5,30.244,-78.049
12:05:08,0,37,27,-0.943,-0.003,0.106,47.683,-9.634,-55
12:05:09,0,37,27,-0.82,-0.422,-0.063,-122.073,-27.5,-32.317
12:05:10,0,37,27,-0.82,-0.422,-0.063,-56.524,-21.402,-10.793
12:05:11,0,37,27,-0.794,-0.484,-0.012,6.341,-13.659,48.11
12:05:12,0,36,27,-0.788,-0.668,-0.026,2.744,-22.805,85.976
12:05:13,7,37,27,-0.819,-0.837,-0.044,132.866,-8.902,94.695
12:05:14,0,37,27,-0.84,-0.794,0.178,229.512,7.195,97.195
12:05:15,0,35,27,-0.84,-0.794,0.178,294.024,29.024,82.988
12:05:16,0,35,27,-0.85,-0.997,0.928,258.049,28.049,44.695
12:05:17,0,37,28,-0.85,-0.997,0.928,214.329,0.61,-1.524
12:05:18,6,37,28,-1.119,-1.109,0.937,138.293,-52.012,-57.073
12:05:19,5,38,28,-1.119,-1.109,0.937,117.622,-89.573,-95.244
12:05:20,0,39,28,-1.208,-0.702,0.389,112.561,-116.037,-133.963
12:05:21,0,37,28,-0.963,-0.293,0.254,86.768,-112.073,-134.39
12:05:22,0,36,28,-0.963,-0.293,0.254,76.402,-95.244,-116.829
12:05:23,0,33,28,-0.653,-0.115,0.378,50.183,-50.854,-56.28
12:05:24,0,30,28,-0.501,-0.112,0.448,52.744,-32.744,-29.817
12:05:25,0,30,28,-0.501,-0.112,0.448,56.22,-12.805,-13.841
12:05:26,1,31,28,-0.394,-0.122,0.422,12.134,2.256,-11.22
12:05:27,0,35,28,-0.394,-0.122,0.422,32.683,20.732,10.915
12:05:28,0,35,28,-0.297,-0.063,0.44,26.159,55.793,30.305
12:05:29,3,36,28,-0.279,-0.055,0.517,33.841,72.927,42.195
12:05:30,4,36,28,-0.279,-0.055,0.517,28.232,75.305,36.463
12:05:31,18,35,28,-0.165,-0.13,0.6,83.11,75.61,33.354
12:05:32,23,33,28,-0.165,-0.13,0.6,110.122,71.585,24.634
12:05:33,25,33,28,-0.133,0.197,0.221,114.146,28.354,22.561
12:05:34,24,33,28,-3.066,-0.699,-1.536,14.512,48.659,30.854
12:05:35,19,35,28,-3.066,-0.699,-1.536,-72.073,110.671,-187.988
12:05:36,21,37,28,-3.841,-0.825,3.09,-219.329,-58.232,-299.146
12:05:37,0,40,28,-3.841,-0.825,3.09,-80.488,-62.378,-260.61
12:05:38,18,39,28,0.631,-0.494,0.927,-19.329,-122.866,-136.585
12:05:39,0,36,28,-0.375,-0.359,-0.055,-49.695,-66.037,-11.829
12:05:40,3,35,28,-0.375,-0.359,-0.055,-13.963,-0.061,-2.012
12:05:41,0,33,28,-1.725,-0.966,0.8,-59.329,96.463,-17.683
12:05:42,1,32,28,-1.725,-0.966,0.8,-118.963,148.963,30.61
12:05:43,0,31,28,-0.944,-0.776,0.372,-60.671,116.951,101.524
12:05:44,0,30,28,-0.944,-0.776,0.372,-4.878,67.439,131.768
12:05:45,0,28,28,-0.145,-0.291,0.05,13.049,5.976,37.256
12:05:46,0,27,28,-0.659,-0.641,0.186,21.829,9.817,-3.049
12:05:47,0,28,28,-0.659,-0.641,0.186,12.744,4.329,-7.073
12:05:48,0,29,28,-1.033,-0.574,0.271,2.439,10.793,2.561
12:05:49,0,28,28,-1.059,-0.518,0.174,-0.488,11.28,-1.341
12:05:50,0,28,27,-1.057,-0.412,0.484,-4.756,-28.537,33.902
12:05:51,0,29,27,-1.057,-0.412,0.484,15.488,-79.573,45.549
12:05:52,0,29,27,-0.848,-0.266,0.459,18.049,-93.963,47.317
12:05:53,0,28,27,-0.848,-0.266,0.459,16.22,-73.659,26.89
12:05:54,0,30,27,-0.595,-0.293,0.556,28.659,-36.402,-8.963
12:05:55,0,31,27,-0.595,-0.293,0.556,19.451,9.329,-32.561
12:05:56,0,31,27,-0.745,-0.532,0.49,2.012,26.524,-20.671
12:05:57,3,33,27,-0.841,-0.422,0.494,11.159,44.085,-29.329
12:05:58,1,34,27,-0.891,-0.307,0.372,-16.89,68.232,-36.585
12:05:59,2,35,27,-0.891,-0.307,0.372,-18.293,62.134,-23.354
12:06:00,0,33,28,-1.016,-0.549,0.27,-9.817,19.695,9.329
12:06:01,0,33,28,-0.869,-0.5,0.19,-6.951,-22.561,42.988
12:06:02,0,32,28,-0.808,-0.348,0.374,-17.378,-123.415,75.488
12:06:03,8,34,28,-0.808,-0.348,0.374,-11.098,-131.159,60.976
12:06:04,7,35,28,-0.833,-0.259,0.667,-10,-109.085,36.707
12:06:05,0,34,28,-0.833,-0.259,0.667,-20.122,-78.415,4.939
12:06:06,0,35,28,-0.826,-0.352,0.68,-7.988,-9.268,-8.659
12:06:07,11,36,28,-0.813,-0.409,0.628,-8.476,-4.268,-2.073
12:06:08,13,35,28,-0.813,-0.409,0.628,3.232,-18.293,8.902
12:06:09,11,35,28,-0.732,-0.304,0.674,4.085,-39.329,23.415
12:06:10,7,35,28,-0.688,-0.29,0.755,-1.829,-43.659,19.268
12:06:11,0,36,28,-0.688,-0.29,0.755,-2.439,-23.78,16.037
12:06:12,4,34,28,-0.736,-0.279,0.783,-8.78,16.22,1.524
12:06:13,0,35,28,-0.732,-0.283,0.672,-12.683,23.659,-3.659
12:06:14,0,37,28,-0.732,-0.283,0.672,-7.744,20.061,-8.171
12:06:15,0,37,28,-0.812,-0.331,0.691,-3.354,14.512,-4.024
12:06:16,3,35,28,-0.812,-0.331,0.691,-6.463,20.305,-5.671
12:06:17,0,36,27,-0.786,-0.319,0.668,-4.939,33.11,-18.841
12:06:18,0,36,27,-0.79,-0.357,0.601,-2.683,28.293,-15.061
12:06:19,0,35,27,-0.79,-0.357,0.601,-2.561,17.988,-8.537
12:06:20,0,35,27,-0.799,-0.373,0.586,-0.488,8.049,-4.085
12:06:21,0,35,27,-0.799,-0.373,0.586,0.915,1.037,-0.915
12:06:22,0,35,27,-0.802,-0.375,0.611,1.585,-2.439,1.829
12:06:23,0,33,27,-0.799,-0.354,0.618,0.793,0.183,-0.427
12:06:24,0,33,27,-0.799,-0.354,0.618,0.305,1.463,-1.646
12:06:25,0,33,27,-0.827,-0.355,0.625,-1.037,2.683,-3.841
12:06:26,0,31,27,-0.827,-0.355,0.625,-2.683,0.549,-10.061
12:06:27,0,30,27,-0.76,-0.375,0.66,6.768,-13.72,-6.037
12:06:28,0,31,27,-0.76,-0.375,0.66,20.122,-25.488,3.72
12:06:29,0,30,27,-0.954,-0.427,1.138,33.354,-37.927,5.305
12:06:30,0,33,27,-0.954,-0.427,1.138,23.598,-47.439,12.622
12:06:31,0,32,27,-0.781,-0.317,0.42,-53.72,-118.902,23.049
12:06:32,0,34,27,-0.12,-0.229,0.07,169.695,-37.439,17.317
12:06:33,0,32,27,-0.12,-0.229,0.07,61.829,40.671,9.695
12:06:34,0,34,27,-0.813,-0.194,1.219,38.415,17.317,0.366
12:06:35,0,34,27,-0.67,-0.184,0.995,-2.073,-45.976,-0.488
12:06:36,0,36,27,-0.67,-0.184,0.995,-11.951,-25.732,-5.366
12:06:37,0,36,27,-0.518,-0.191,0.869,10.366,-7.317,-1.098
12:06:38,0,35,27,-0.518,-0.191,0.869,14.146,2.866,-4.268
12:06:39,0,35,27,-0.628,-0.181,0.969,2.195,13.171,-9.268
12:06:40,2,35,27,-0.628,-0.181,0.969,-15.549,19.512,-12.988
12:06:41,0,35,27,-0.614,-0.253,0.868,-5.61,12.561,-5.183
12:06:42,0,36,27,-0.602,-0.234,0.842,-3.659,12.073,-3.171
12:06:43,0,36,27,-0.602,-0.234,0.842,-9.878,15.183,-8.902
12:06:44,0,37,27,-0.632,-0.273,0.835,-13.659,17.927,-12.866
12:06:45,0,37,27,-0.632,-0.273,0.835,-9.451,17.561,-11.098
12:06:46,0,37,27,-0.653,-0.301,0.814,-6.159,3.963,-3.72
12:06:47,0,37,27,-0.646,-0.285,0.828,4.878,-1.646,3.902
12:06:48,0,37,27,-0.646,-0.285,0.828,5.244,-3.354,3.293
12:06:49,0,37,27,-0.634,-0.272,0.837,2.5,1.22,2.439
12:06:50,0,37,27,-0.636,-0.265,0.824,0.305,3.476,1.037
12:06:51,0,37,27,-0.636,-0.265,0.824,-0.793,5,0.427
12:06:52,0,36,27,-0.643,-0.262,0.823,-1.829,6.098,-1.037
12:06:53,7,37,27,-0.643,-0.262,0.823,-3.659,6.951,-2.073
12:06:54,0,37,27,-0.662,-0.282,0.824,-5.976,13.902,-3.841
12:06:55,0,35,27,-0.667,-0.286,0.789,-2.683,15,-2.866
12:06:56,0,35,27,-0.667,-0.286,0.789,-2.927,12.256,-3.598
12:06:57,0,37,28,-0.685,-0.298,0.778,0.915,2.256,1.159
12:06:58,6,37,28,-0.679,-0.293,0.784,-0.793,-1.402,1.098
12:06:59,5,38,28,-0.679,-0.293,0.784,0.854,-1.768,2.5
12:07:00,0,39,28,-0.674,-0.29,0.792,0.122,-0.61,1.524
12:07:01,0,37,28,-0.674,-0.29,0.792,-0.549,1.098,-0.366
12:07:02,0,36,28,-0.678,-0.289,0.791,1.22,2.317,-0.427
12:07:03,0,33,28,-0.679,-0.291,0.788,0.854,0.244,0.305
12:07:04,0,30,28,-0.679,-0.291,0.788,3.354,-0.122,1.829
12:07:05,0,30,28,-0.678,-0.284,0.794,2.012,-0.549,1.098
12:07:06,1,31,28,-0.678,-0.284,0.794,0.549,0.732,0.488
12:07:07,0,35,28,-0.675,-0.283,0.787,0.549,1.585,0.488
12:07:08,0,35,28,-0.679,-0.285,0.785,-0.305,1.22,-0.061
12:07:09,3,36,28,-0.679,-0.285,0.785,0.549,0.854,0.061
12:07:10,4,36,28,-0.68,-0.286,0.789,0.732,0.427,0
12:07:11,18,35,28,-0.68,-0.286,0.789,0,-0.305,-0.122
12:07:12,23,33,28,-0.676,-0.284,0.791,0.549,0.549,0.305
12:07:13,25,33,28,-0.682,-0.286,0.792,0.061,1.524,-0.244
12:07:14,24,33,28,-0.682,-0.286,0.792,-0.549,1.646,-0.427
12:07:15,19,35,28,-0.679,-0.291,0.782,-0.61,1.037,0.244
12:07:16,21,37,28,-0.679,-0.291,0.782,0.305,0.305,3.232
12:07:17,0,40,28,-0.679,-0.281,0.786,0.305,0.122,4.695
12:07:18,18,39,28,-0.681,-0.274,0.787,-0.427,0.183,3.476
12:07:19,0,36,28,-0.681,-0.274,0.787,0,0.488,0.061
12:07:20,3,35,28,-0.687,-0.282,0.796,-2.256,0.122,0.427
12:07:21,0,33,28,-0.687,-0.282,0.796,-5.854,1.28,1.951
12:07:22,1,32,28,-0.683,-0.291,0.78,-1.768,3.72,-0.183
12:07:23,0,31,28,-0.688,-0.294,0.779,0.427,3.415,-0.671
12:07:24,0,30,28,-0.688,-0.294,0.779,1.159,2.134,0.976
12:07:25,0,28,28,-0.689,-0.283,0.775,0.671,1.037,0.549
12:07:26,0,27,28,-0.694,-0.283,0.777,0.915,0.488,0
12:07:27,0,28,28,-0.694,-0.283,0.777,0.549,-0.305,0.305
12:07:28,0,29,28,-0.69,-0.287,0.781,1.22,-1.037,1.098
12:07:29,0,28,28,-0.69,-0.287,0.781,2.134,-0.61,1.646
12:07:30,0,28,27,-0.683,-0.271,0.777,1.402,-0.488,0.854
12:07:31,0,29,27,-0.683,-0.271,0.777,-1.707,0.122,-2.561
12:07:32,0,29,27,-1.006,-0.269,0.151,-1.707,-1.098,4.756
12:07:33,0,28,27,-0.996,-0.283,0.121,-0.793,-2.622,6.341
12:07:34,0,30,27,-0.996,-0.283,0.121,0.244,-4.939,8.659
12:07:35,0,31,27,-0.979,-0.283,0.113,-9.573,-7.561,9.268
12:07:36,0,31,27,-0.954,-0.295,0.103,-13.841,-6.585,7.5
12:07:37,3,33,27,-0.954,-0.295,0.103,-14.573,-3.659,6.463
12:07:38,1,34,27,-0.961,-0.299,0.062,-17.073,0.854,6.22
12:07:39,2,35,27,-0.971,-0.328,0.037,-19.634,14.39,6.22
12:07:40,0,33,28,-0.982,-0.315,0.079,15,28.415,10.854
12:07:41,0,33,28,-0.982,-0.315,0.079,21.707,33.902,13.11
12:07:42,0,32,28,-1.068,-0.333,0.283,-0.366,31.585,11.037
12:07:43,8,34,28,-1.068,-0.333,0.283,-66.89,15.305,1.585
12:07:44,7,35,28,-1.081,-0.58,0.479,16.646,-4.329,7.5
12:07:45,0,34,28,-1.081,-0.58,0.479,86.707,-23.598,-9.878
12:07:46,0,35,28,-1.055,-0.611,0.627,29.939,-77.988,-43.598
12:07:47,11,36,28,-0.991,-0.601,0.499,72.683,-97.988,-40.122
12:07:48,13,35,28,-0.991,-0.601,0.499,82.561,-106.159,-41.646
12:07:49,11,35,28,-0.965,-0.511,0.303,79.573,-112.073,-38.171
12:07:50,7,35,28,-0.965,-0.511,0.303,59.817,-108.902,-35.305
12:07:51,0,36,28,-0.774,-0.468,0.215,15,-73.415,-48.171
12:07:52,4,34,28,-0.241,-0.392,0.385,35,-48.171,-50.732
12:07:53,0,35,28,-0.241,-0.392,0.385,83.537,-21.89,-55.61
12:07:54,0,37,28,-0.371,-0.093,0.333,129.512,-8.537,-9.573
12:07:55,0,37,28,-0.484,-0.198,0.101,-12.073,-15.305,25.976
12:07:56,3,35,28,-0.484,-0.198,0.101,41.585,12.073,34.39
12:07:57,0,36,27,-0.653,-0.107,0.295,35.305,39.085,20.549
12:07:58,0,36,27,-0.653,-0.107,0.295,8.963,38.171,-7.866
12:07:59,0,35,27,-0.618,0.181,0.682,106.585,30.732,-14.573
12:08:00,0,35,27,-0.66,0.697,0.817,277.805,30.122,30.61
12:08:01,0,35,27,-0.66,0.697,0.817,159.573,9.268,55.671
12:08:02,0,35,27,-0.565,0.361,-0.114,10.732,18.78,71.768
12:08:03,0,33,27,-0.565,0.361,-0.114,-40.854,42.744,68.476
12:08:04,0,33,27,-2.229,-0.873,-0.649,-58.659,103.598,-160.976
12:08:05,0,33,27,-3.764,-0.147,2.431,-254.878,-54.512,-209.207
12:08:06,0,31,27,-0.062,0.095,0.437,-32.744,-42.012,-75.793
12:08:07,0,30,27,-0.222,-1.006,0.501,-16.22,69.939,10.915
12:08:08,0,31,27,-0.222,-1.006,0.501,-27.012,46.524,0.366
12:08:09,0,30,27,-0.614,-0.177,0.181,-47.439,26.159,-0.366
12:08:10,0,33,27,-0.614,-0.177,0.181,-19.695,59.085,18.232
12:08:11,0,32,27,-2.507,-0.017,0.479,-40.61,93.476,23.963
12:08:12,0,34,27,-1.115,-0.141,0.185,-30.183,72.439,133.72
12:08:13,0,32,27,-1.115,-0.141,0.185,-48.293,-3.78,172.317
12:08:14,0,34,27,0.094,-0.258,-0.178,-21.341,-42.073,94.146
12:08:15,0,34,27,0.094,-0.258,-0.178,-17.317,-53.72,11.037
12:08:16,0,36,27,-0.805,-0.193,0.103,31.585,-14.634,-43.232
12:08:17,0,36,27,-1.447,-0.272,0.336,5.732,-0.366,-33.171
12:08:18,0,35,27,-1.157,-0.064,0.245,-4.268,26.22,-22.866
12:08:19,0,35,27,-1.157,-0.064,0.245,-6.89,-1.098,-10.183
12:08:20,2,35,27,-1.183,0.142,0.46,0.61,-46.037,14.207
12:08:21,0,35,27,-1.183,0.142,0.46,11.463,-90.427,34.146
12:08:22,0,36,27,-1.194,-0.109,0.819,-6.28,-117.744,57.988
12:08:23,0,36,27,-1.194,-0.109,0.819,-8.537,-111.585,60.183
12:08:24,0,37,27,-1.017,-0.137,0.687,-15.183,-90.61,16.768
12:08:25,0,37,27,0.078,-0.053,0.013,-89.329,-122.805,-16.585
12:08:26,0,37,27,0.078,-0.053,0.013,183.415,-74.451,21.768
12:08:27,0,37,27,-0.19,0.052,-0.287,-123.598,48.72,-58.78
12:08:28,0,37,27,-1.746,-0.046,1.402,-26.89,58.049,-68.902
12:08:29,0,37,27,-1.746,-0.046,1.402,-84.451,-21.28,-46.037
12:08:30,0,37,27,-1.149,-0.031,1.115,-49.695,18.841,-3.841
12:08:31,0,37,27,-1.149,-0.031,1.115,-16.585,43.78,-0.793
12:08:32,0,36,27,-0.716,-0.116,0.57,-32.866,21.585,-15.671
12:08:33,7,37,27,-0.781,-0.285,0.368,21.28,-25.488,19.146
12:08:34,0,37,27,-0.722,-0.188,0.596,20,-15.366,7.073
12:08:35,0,35,27,-0.722,-0.188,0.596,17.134,-5.671,-20.915
12:08:36,0,35,27,-0.892,-0.245,0.699,0.732,-35.305,2.195
12:08:37,0,37,28,-0.77,-0.124,0.742,10.427,-53.11,22.378
12:08:38,6,37,28,-0.77,-0.124,0.742,6.037,-54.024,23.11
12:08:39,5,38,28,-0.716,-0.053,0.942,-1.402,-37.622,11.28
12:08:40,0,39,28,-0.716,-0.126,0.848,1.098,-7.195,-2.5
12:08:41,0,37,28,-0.716,-0.126,0.848,1.829,-4.878,0.671
12:08:42,0,36,28,-0.68,-0.147,0.755,1.402,-4.573,7.5
12:08:43,0,33,28,-0.647,-0.124,0.772,0.366,-0.427,9.207
12:08:44,0,30,28,-0.647,-0.124,0.772,-2.866,9.878,7.561
12:08:45,0,30,28,-0.723,-0.093,0.818,0.427,38.293,-6.524
12:08:46,1,31,28,-0.814,-0.105,0.781,1.524,40.549,-7.866
12:08:47,0,35,28,-0.814,-0.105,0.781,0.671,33.902,-7.134
12:08:48,0,35,28,-0.813,-0.119,0.725,-0.976,26.585,-7.683
12:08:49,3,36,28,-0.813,-0.119,0.725,-1.585,23.232,-12.683
12:08:50,4,36,28,-0.795,-0.163,0.667,-5,20.061,-13.72
12:08:51,18,35,28,-0.813,-0.185,0.649,-1.829,19.878,-9.268
12:08:52,23,33,28,-0.813,-0.185,0.649,-5.793,21.585,-7.988
12:08:53,25,33,28,-0.832,-0.177,0.628,-3.902,19.451,-7.866
12:08:54,24,33,28,-0.832,-0.177,0.628,-0.427,12.378,-5.549
12:08:55,19,35,28,-0.855,-0.191,0.636,1.89,-3.354,3.11
12:08:56,21,37,28,-0.852,-0.164,0.663,1.402,-5.732,6.098
12:08:57,0,40,28,-0.852,-0.164,0.663,0.671,-6.402,7.134
12:08:58,18,39,28,-0.821,-0.158,0.655,0.793,-4.451,5.793
12:08:59,0,36,28,-0.824,-0.154,0.645,1.28,6.159,-0.061
12:09:00,3,35,28,-0.824,-0.154,0.645,1.28,8.537,-1.89
12:09:01,0,33,28,-0.848,-0.166,0.631,1.707,9.085,-2.195
12:09:02,1,32,28,-0.852,-0.16,0.628,0.183,4.817,-0.305
12:09:03,0,31,28,-0.852,-0.16,0.628,-0.183,2.073,-1.402
12:09:04,0,30,28,-0.848,-0.162,0.632,-0.549,-0.488,-1.098
12:09:05,0,28,28,-0.848,-0.162,0.632,-0.61,-1.707,-0.854
12:09:06,0,27,28,-0.844,-0.173,0.636,-0.915,-2.378,-1.22
12:09:07,0,28,28,-0.839,-0.177,0.635,-0.183,-0.549,-0.854
12:09:08,0,29,28,-0.839,-0.177,0.635,0.305,0.366,-0.366
12:09:09,0,28,28,-0.843,-0.168,0.635,0.488,0.915,0.061
12:09:10,0,28,27,-0.843,-0.168,0.635,0.488,0.915,0.427
12:09:11,0,29,27,-0.847,-0.17,0.636,0.366,1.28,0.488
12:09:12,0,29,27,-0.845,-0.17,0.632,0.305,0.244,0.061
12:09:13,0,28,27,-0.845,-0.17,0.632,0.305,-0.915,0.854
12:09:14,0,30,27,-0.843,-0.167,0.635,0.305,-1.098,0.61
12:09:15,0,31,27,-0.841,-0.17,0.637,0.305,-0.549,0.366
12:09:16,0,31,27,-0.841,-0.17,0.637,0.488,-0.061,0.305
12:09:17,3,33,27,-0.839,-0.168,0.637,0.549,0.122,0.427
12:09:18,1,34,27,-0.845,-0.166,0.641,1.341,0.976,0.488
12:09:19,2,35,27,-0.845,-0.166,0.641,0.671,2.317,-0.122
12:09:20,0,33,28,-0.843,-0.167,0.632,-0.122,2.744,-0.793
12:09:21,0,33,28,-0.843,-0.167,0.632,0,2.134,-1.037
12:09:22,0,32,28,-0.844,-0.172,0.63,-0.366,0.61,-0.183
12:09:23,8,34,28,-0.844,-0.172,0.63,-0.244,0.061,-0.061
12:09:24,7,35,28,-0.845,-0.171,0.636,0.244,-0.366,-0.061
12:09:25,0,34,28,-0.842,-0.167,0.637,0.305,0.122,0.488
12:09:26,0,35,28,-0.854,-0.177,0.637,1.524,5.793,-2.622
12:09:27,11,36,28,-0.852,-0.175,0.619,1.402,5.305,0.305
12:09:28,13,35,28,-0.852,-0.175,0.619,1.037,4.634,0.366
12:09:29,11,35,28,-0.852,-0.169,0.613,0.183,2.134,-0.61
12:09:30,7,35,28,-0.855,-0.17,0.619,-0.244,0.732,0.061
12:09:31,0,36,28,-0.855,-0.17,0.619,-0.305,0.122,0.61
12:09:32,4,34,28,-0.854,-0.172,0.623,-0.366,0.61,0
12:09:33,0,35,28,-0.859,-0.173,0.628,-0.244,1.402,-0.854
12:09:34,0,37,28,-0.859,-0.173,0.628,-2.073,2.256,-2.683
12:09:35,0,37,28,-0.874,-0.186,0.628,-4.878,2.866,-5.366
12:09:36,3,35,28,-0.874,-0.186,0.628,-6.585,0.915,-7.073
12:09:37,0,36,27,-0.887,-0.228,0.642,-4.573,-4.146,-5.671
12:09:38,0,36,27,-0.887,-0.228,0.642,-1.707,-9.146,5.488
12:09:39,0,35,27,-0.831,-0.191,0.667,1.463,5.183,6.098
12:09:40,0,35,27,-0.849,-0.163,0.613,8.476,12.378,0.915
12:09:41,0,35,27,-0.849,-0.163,0.613,10.793,7.744,-2.805
12:09:42,0,35,27,-0.881,-0.178,0.576,-10.549,-7.683,-7.073
12:09:43,0,33,27,-0.799,-0.167,1.292,-19.695,-46.768,-6.585
12:09:44,0,33,27,-0.799,-0.167,1.292,-113.232,-133.963,-24.573
12:09:45,0,33,27,-0.19,-0.356,0.754,28.354,-215.549,-34.39
12:09:46,0,31,27,-0.19,-0.356,0.754,59.085,-150.366,-107.012
12:09:47,0,30,27,-0.447,-0.412,0.018,135.915,-60.732,-133.659
12:09:48,0,31,27,-1.019,0.189,1.448,68.476,-146.707,-25.366
12:09:49,0,30,27,-1.019,0.189,1.448,-175.549,-171.281,3.72
12:09:50,0,33,27,0.11,-0.487,1.411,-168.232,-107.378,-28.963
12:09:51,0,32,27,0.005,-0.598,0.482,-35.244,48.659,44.268
12:09:52,0,34,27,-0.423,-0.441,0.92,88.537,-11.037,13.415
12:09:53,0,32,27,-0.055,-0.413,1.161,-14.634,-11.89,-14.939
12:09:54,0,34,27,-0.055,-0.413,1.161,-27.622,22.683,9.573
12:09:55,0,34,27,-0.214,-0.457,0.886,9.207,25.732,10.061
12:09:56,0,36,27,-0.193,-0.414,0.974,-2.256,-10.366,-3.902
12:09:57,0,36,27,-0.193,-0.414,0.974,-3.537,-7.927,-4.207
12:09:58,0,35,27,-0.16,-0.449,1.033,-2.805,2.012,-0.366
12:09:59,0,35,27,-0.16,-0.449,1.033,1.22,9.756,5.305
12:10:00,2,35,27,-0.21,-0.428,0.967,5.244,4.146,2.378
12:10:01,0,35,27,-0.214,-0.428,0.949,4.085,2.134,1.768
12:10:02,0,36,27,-0.214,-0.428,0.949,-1.098,-0.305,-0.427
12:10:03,0,36,27,-0.187,-0.446,0.962,-3.293,-4.024,-4.085
12:10:04,0,37,27,-0.184,-0.438,0.999,0.366,1.341,0.61
12:10:05,0,37,27,-0.184,-0.438,0.999,2.683,2.256,1.341
12:10:06,0,37,27,-0.196,-0.42,0.992,1.829,1.585,1.159
12:10:07,0,37,27,-0.196,-0.42,0.992,1.402,1.463,1.463
12:10:08,0,37,27,-0.202,-0.429,0.962,1.768,1.951,1.707
12:10:09,0,37,27,-0.202,-0.429,0.962,2.073,1.646,1.341
12:10:10,0,37,27,-0.204,-0.423,0.968,0.122,-0.732,-0.427
